idade_em_2023;nome_curso;distancia_cidade_polo;genero;raca;estado_civil;jornada;renda_familiar;tempo_ensino_medio;motivo_ead;internet_casa;evadiu
34;Educação Física - Licenciatura Plena;De 100 a 200 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
45;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
37;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
47;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Não;0
51;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
34;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
34;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
30;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
26;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
43;Pedagogia - Licenciatura;De 50km a 100 km;Feminino;Amarela;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
45;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
44;Pedagogia - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
48;Pedagogia - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
42;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
35;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
46;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
44;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Até 50km;Masculino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
44;Tecnologia em Sistemas Para Internet - Tecnólogo;De 100 a 200 km;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
40;Educação Física - Licenciatura Plena;De 100 a 200 km;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Tecnologia em Sistemas Para Internet - Tecnólogo;De 100 a 200 km;Masculino;Branca;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;outros;Sim;1
39;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
41;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Até 50km;Masculino;Parda;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
40;Tecnologia em Sistemas Para Internet - Tecnólogo;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
35;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
34;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Amarela;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
42;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
44;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Mais de 200 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Educação Física - Licenciatura Plena;De 50km a 100 km;Masculino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Pedagogia - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;1
38;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;1
41;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Não;1
37;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Não;0
41;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Não;0
43;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;outros;Não;1
40;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
44;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
44;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
47;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
40;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Educação Física - Licenciatura Plena;De 50km a 100 km;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;0
36;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
40;Pedagogia - Licenciatura;Até 50km;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;De 100 a 200 km;Masculino;Branca;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
44;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
36;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
38;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Tecnologia em Gestão de Saúde Pública - Tecnólogo;De 50km a 100 km;Feminino;Branca;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Tecnologia em Sistemas Para Internet - Tecnólogo;De 100 a 200 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;1
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
