idade_em_2023;cidade;nome_curso;nome_polo;distancia_polo;distancia_cidade_polo;ano_ingresso;genero;raca;estado_civil;profissao;jornada;renda_familiar;modalidade_ensino_medio;tipo_instituicao;tempo_ensino_medio;possui_graduacao;modalidade_graduacao;ja_fez_curso_ead;turno_ava;dias_acesso_ava;motivo_ead;internet_casa;local_acesso_ava;tipo_necessidade_especial;ferramenta_tecnologica;evadiu
45;Pintópolis;Educação Física - Licenciatura Plena;Urucuia;74.206;De 50km a 100 km;2018;Feminino;Branca;Divorciado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Monte Azul;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
45;Montes Claros;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Itamarandiba;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;1
49;Nova Serrana;Pedagogia - Licenciatura;Nova Serrana;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Concluí pelo ENEM;Não identificado;De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
40;Pintópolis;Educação Física - Licenciatura Plena;Urucuia;74.206;Até 50km;2018;Masculino;Parda;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;1
67;Jequitinhonha;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Feminino;Preta;Viúvo(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Manhã;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;1
36;Brasília de Minas;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;1
40;Várzea da Palma;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;201.865;Mais de 200 km;2018;Feminino;Preta;Casado(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;outros;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;1
43;Itamarandiba;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
38;Nova Serrana;Pedagogia - Licenciatura;Nova Serrana;0;Moro no mesmo município do polo;2018;Feminino;Amarela;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;outros;Sim;Em casa;Não tenho necessidades especiais;outros;0
35;Araújos;Pedagogia - Licenciatura;Nova Serrana;26.314;Até 50km;2018;Feminino;Branca;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Joaíma;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;outros;Não identificado;Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
38;Bertópolis;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;108.09;De 50km a 100 km;2018;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;0
36;Montes Claros;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;1
37;Várzea da Palma;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Feminino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Itamarandiba;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
30;Leandro Ferreira;Pedagogia - Licenciatura;Nova Serrana;23.798;Moro no mesmo município do polo;2018;Feminino;Preta;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Jaíba;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;202.427;Mais de 200 km;2018;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) particular(es);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
35;Joaíma;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Smartphone;0
35;Jequitinhonha;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Sim;Tarde;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
38;Várzea da Palma;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
33;Araçuaí;Educação Física - Licenciatura Plena;Joaíma;163.825;De 100 a 200 km;2018;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;No trabalho;Não tenho necessidades especiais;Smartphone;0
34;Montes Claros;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
34;Mantena;Geografia - Licenciatura;Mantena;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;1
37;Várzea da Palma;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Mantena;Letras Português - Licenciatura;Mantena;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
33;Itamarandiba;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
31;Bocaiúva;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Bocaiúva;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
31;Joaíma;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Masculino;Branca;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
31;Joaíma;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Preta;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
30;Buritis;Pedagogia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Feminino;Amarela;Divorciado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);De 3 a 5 anos;Sim;A distância (ou semipresencial);Sim;Manhã;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Visual;Smartphone;1
30;Várzea da Palma;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
30;Brasília de Minas;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
28;Urucuia;Educação Física - Licenciatura Plena;Urucuia;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Não;No trabalho;Outro;outros;0
27;Montes Claros;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Feminino;Branca;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
29;Buritis;Geografia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
27;Itamarandiba;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;1
24;Itamarandiba;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
27;Montes Claros;Educação Física - Licenciatura Plena;Monte Azul;245.047;Mais de 200 km;2018;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;outros;1
